Time            	CO2             	H2              	CH4             	H2O             	CO              	CH3OH           	CH2O            	C*              	CH*             	CH2*            	CH2O*           	CH2OH*          	CH3*            	CH3O*           	CH3OH*          	CH4*            	CO*             	CO2*            	COH*            	H*              	H2O*            	HCO*            	HCOH*           	HCOO*           	OH*             	O*              	COOH*           	*               
0.0000000000e+00	-1.7944000000e+04	-1.4703362256e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.7944000000e+04	0.0000000000e+00	2.9406724513e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.8238067245e+04
1.0000000000e-12	-1.7930950958e+04	-1.4703361720e+02	3.8339817699e-78	5.7011810729e-40	1.0110164642e-14	1.1009607004e-71	2.4437159647e-41	5.4004242944e-31	2.1756358756e-35	5.9257360607e-49	5.0565971562e-41	5.8182230684e-57	8.1816775008e-63	6.6757693162e-53	1.0107167786e-71	0.0000000000e+00	1.0430466003e-04	1.7930950853e+04	3.5581134331e-29	2.9406723440e+02	4.7899038520e-40	1.2331646095e-25	1.3330885720e-42	1.9924078088e-15	2.0256852372e-21	1.0430466004e-04	5.6366643341e-18	-1.8225018296e+04
1.0232929923e-12	-1.7930647120e+04	-1.4703361708e+02	4.7349667327e-78	6.4620335013e-40	1.0586582238e-14	1.3524335862e-71	2.7783736684e-41	5.6549065089e-31	2.3814208292e-35	6.7496351947e-49	5.6225684437e-41	6.7865284304e-57	9.7268249333e-63	7.7667843722e-53	1.2101504253e-71	0.0000000000e+00	1.0673332343e-04	1.7930647013e+04	3.8125399504e-29	2.9406723415e+02	5.3090245163e-40	1.3184736304e-25	1.4918033832e-42	2.0862894200e-15	2.1705344790e-21	1.0673332344e-04	5.9022145305e-18	-1.8224714460e+04
1.0471285481e-12	-1.7930336209e+04	-1.4703361695e+02	5.8606569688e-78	7.3248144438e-40	1.1085448429e-14	1.6667072154e-71	3.1590552862e-41	5.9213798166e-31	2.6065617733e-35	7.6885568188e-49	6.2502703275e-41	7.9171047524e-57	1.1569114868e-62	9.0366574278e-53	1.4472517556e-71	0.0000000000e+00	1.0921851506e-04	1.7930336100e+04	4.0851583143e-29	2.9406723390e+02	5.8823796339e-40	1.4096171135e-25	1.6692925867e-42	2.1845942712e-15	2.3257406951e-21	1.0921851507e-04	6.1802727431e-18	-1.8224403553e+04
1.0715193052e-12	-1.7930018063e+04	-1.4703361682e+02	7.2635017119e-78	8.3029497020e-40	1.1607820878e-14	2.0531980868e-71	3.5920610614e-41	6.2004091770e-31	2.8528662009e-35	8.7585167513e-49	6.9462371114e-41	9.2372279864e-57	1.3766176108e-62	1.0514637424e-52	1.7343228953e-71	0.0000000000e+00	1.1176154962e-04	1.7930017951e+04	4.3772691529e-29	2.9406723364e+02	6.5155957177e-40	1.5069879930e-25	1.8677589742e-42	2.2875307330e-15	2.4920443640e-21	1.1176154963e-04	6.4714279574e-18	-1.8224085408e+04
1.0964781961e-12	-1.7929692512e+04	-1.4703361668e+02	9.0101084002e-78	9.4114792671e-40	1.2154807073e-14	2.5266151361e-71	4.0844461545e-41	6.4925861634e-31	3.1223107802e-35	9.9775472709e-49	7.7177759653e-41	1.0778460920e-56	1.6386203887e-62	1.2234430677e-52	2.0833073183e-71	0.0000000000e+00	1.1436377236e-04	1.7929692397e+04	4.6902660720e-29	2.9406723337e+02	7.2150093322e-40	1.6110050092e-25	2.0896657049e-42	2.3953169896e-15	2.6702388987e-21	1.1436377237e-04	6.7762968816e-18	-1.8223759859e+04
1.1220184543e-12	-1.7929359383e+04	-1.4703361655e+02	1.1185652815e-77	1.0667414423e-39	1.2727566674e-14	3.1081349377e-71	4.6441896421e-41	6.7985302170e-31	3.4170553236e-35	1.1366111464e-48	8.5729725438e-41	1.2577549753e-56	1.9510548200e-62	1.4235100359e-52	2.5060262825e-71	0.0000000000e+00	1.1702655973e-04	1.7929359266e+04	5.0256423008e-29	2.9406723310e+02	7.9875936619e-40	1.7221144474e-25	2.3377632067e-42	2.5081815011e-15	2.8611744310e-21	1.1702655974e-04	7.0955252500e-18	-1.8223426734e+04
1.1481536215e-12	-1.7929018502e+04	-1.4703361641e+02	1.3897304386e-77	1.2090037349e-39	1.3327313968e-14	3.8244327386e-71	5.2803523178e-41	7.1188899588e-31	3.7394589417e-35	1.2947504917e-48	9.5207312444e-41	1.4677383561e-56	2.3236393787e-62	1.6562026942e-52	3.0163433558e-71	0.0000000000e+00	1.1975132017e-04	1.7929018382e+04	5.3849978119e-29	2.9406723282e+02	8.8409771013e-40	1.8407919307e-25	2.6151207668e-42	2.6263634870e-15	3.0657618647e-21	1.1975132019e-04	7.4297891887e-18	-1.8223085855e+04
1.1748975549e-12	-1.7928669687e+04	-1.4703361626e+02	1.7278485144e-77	1.3701159602e-39	1.3955320443e-14	4.7073951657e-71	6.0032130824e-41	7.4543445638e-31	4.0920985189e-35	1.4748226465e-48	1.0570863271e-40	1.7127992055e-56	2.7679648040e-62	1.9267898204e-52	3.6318343469e-71	0.0000000000e+00	1.2253949481e-04	1.7928669565e+04	5.7700469511e-29	2.9406723253e+02	9.7835417099e-40	1.9675442764e-25	2.9251635590e-42	2.7501134330e-15	3.2849772199e-21	1.2253949482e-04	7.7797966445e-18	-1.8222737042e+04
1.2022644346e-12	-1.7928312754e+04	-1.4703361612e+02	2.1495211181e-77	1.5525410016e-39	1.4612917481e-14	5.7955706287e-71	6.8244102571e-41	7.8056052003e-31	4.4777890073e-35	1.6798373502e-48	1.1734196726e-40	1.9987666441e-56	3.2978365420e-62	2.2413811213e-52	4.3742341637e-71	0.0000000000e+00	1.2539255822e-04	1.7928312629e+04	6.1826266116e-29	2.9406723224e+02	1.0824535793e-39	2.1029114545e-25	3.2717143556e-42	2.8796936214e-15	3.5198662866e-21	1.2539255823e-04	8.1462888819e-18	-1.8222380112e+04
