Time            	CO2             	H2              	CH4             	H2O             	CO              	CH3OH           	CH2O            	C*              	CH*             	CH2*            	CH2O*           	CH2OH*          	CH3*            	CH3O*           	CH3OH*          	CH4*            	CO*             	CO2*            	COH*            	H*              	H2O*            	HCO*            	HCOH*           	HCOO*           	OH*             	O*              	COOH*           	*               
0.0000000000e+00	-1.6556000000e+04	-2.9651839591e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.6556000000e+04	0.0000000000e+00	5.9303679182e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.7149036792e+04
1.0000000000e-12	-1.6541879648e+04	-2.9651838575e+02	8.4303348479e-70	2.7802276490e-35	0.0000000000e+00	1.0642373449e-64	1.3496635359e-36	5.6036202603e-26	2.5309023733e-30	3.8343133639e-43	6.4630648048e-37	3.2329502412e-51	6.7670187936e-56	5.9758216310e-48	6.2922607522e-65	0.0000000000e+00	1.3310731393e-03	1.6541878317e+04	1.8928676068e-25	5.9303677149e+02	1.5328194631e-35	1.8113939431e-22	6.3552786067e-38	9.1795769978e-14	1.0949912435e-18	1.3310731393e-03	5.6596501430e-16	-1.7134917751e+04
1.0232929923e-12	-1.6541550886e+04	-2.9651838551e+02	1.0274027148e-69	3.1423461902e-35	0.0000000000e+00	1.3141408789e-64	1.5208530861e-36	5.8676718721e-26	2.7676807828e-30	4.3653609346e-43	7.1268443749e-37	3.7532520181e-51	8.0078781976e-56	6.8906368599e-48	7.1933327540e-65	0.0000000000e+00	1.3620642804e-03	1.6541549524e+04	2.0281648834e-25	5.9303677102e+02	1.6968365756e-35	1.9342928918e-22	7.1015414792e-38	9.6121015095e-14	1.1732608978e-18	1.3620642804e-03	5.9260721727e-16	-1.7134589020e+04
1.0471285481e-12	-1.6541214474e+04	-2.9651838527e+02	1.2650920864e-69	3.5523580975e-35	0.0000000000e+00	1.6663568265e-64	1.7134550269e-36	6.1441650732e-26	3.0264059976e-30	4.9700289560e-43	7.8575693285e-37	4.3578056185e-51	9.4912859189e-56	7.9441016885e-48	7.8673335720e-65	0.0000000000e+00	1.3937766602e-03	1.6541213080e+04	2.1731308815e-25	5.9303677054e+02	1.8771376114e-35	2.0653836290e-22	7.9344527518e-38	1.0065003436e-13	1.2571241628e-18	1.3937766602e-03	6.2050282038e-16	-1.7134252638e+04
1.0715193052e-12	-1.6540870232e+04	-2.9651838502e+02	1.5618590147e-69	4.0164216155e-35	0.0000000000e+00	2.0797733178e-64	1.9305854394e-36	6.4336860187e-26	3.3090880468e-30	5.6590089015e-43	8.6570857950e-37	5.0611176671e-51	1.1259861448e-55	9.1592749221e-48	8.8452424324e-65	0.0000000000e+00	1.4262270485e-03	1.6540868806e+04	2.3284563644e-25	5.9303677004e+02	2.0753918968e-35	2.2051994847e-22	8.8638621385e-38	1.0539242646e-13	1.3469806869e-18	1.4262270485e-03	6.4971073685e-16	-1.7133908428e+04
1.0964781961e-12	-1.6540517979e+04	-2.9651838477e+02	1.9288625544e-69	4.5413527926e-35	0.0000000000e+00	2.5513445899e-64	2.1753883980e-36	6.7368484743e-26	3.6179239463e-30	6.4440817566e-43	9.5308535187e-37	5.8794438725e-51	1.3366301965e-55	1.0561092813e-47	1.0331596134e-64	0.0000000000e+00	1.4594326042e-03	1.6540516520e+04	2.4948814270e-25	5.9303676953e+02	2.2935657359e-35	2.3543067754e-22	9.9008099940e-38	1.1035824211e-13	1.4432586617e-18	1.4594326042e-03	6.8029264512e-16	-1.7133556208e+04
1.1220184543e-12	-1.6540157529e+04	-2.9651838451e+02	2.3838924241e-69	5.1348520920e-35	0.0000000000e+00	3.1119377805e-64	2.4511530009e-36	7.0542951164e-26	3.9553100418e-30	7.3384138390e-43	1.0487190497e-36	6.8312710764e-51	1.5875730387e-55	1.2177060225e-47	1.2256956262e-64	0.0000000000e+00	1.4934108845e-03	1.6540156036e+04	2.6731990175e-25	5.9303676901e+02	2.5338121115e-35	2.5133072841e-22	1.1057619649e-37	1.1555800533e-13	1.5464168607e-18	1.4934108845e-03	7.1231311839e-16	-1.7133195792e+04
1.1481536215e-12	-1.6539788692e+04	-2.9651838424e+02	2.9500387103e-69	5.8056683297e-35	0.0000000000e+00	3.7983006506e-64	2.7615637222e-36	7.3866988935e-26	4.3238578181e-30	8.3569955502e-43	1.1535248550e-36	7.9380625052e-51	1.8866509485e-55	1.4038706122e-47	1.4552027197e-64	0.0000000000e+00	1.5281798540e-03	1.6539787163e+04	2.8642587100e-25	5.9303676848e+02	2.7984373026e-35	2.6828406106e-22	1.2347999585e-37	1.2100273571e-13	1.6569468213e-18	1.5281798540e-03	7.4583976020e-16	-1.7132826988e+04
1.1748975549e-12	-1.6539411271e+04	-2.9651838397e+02	3.6550327353e-69	6.5637016237e-35	0.0000000000e+00	4.6392219536e-64	3.1108494545e-36	7.7347644515e-26	4.7264135812e-30	9.5169901293e-43	1.2684078710e-36	9.2249052151e-51	2.2431520339e-55	1.6182700188e-47	1.7285010823e-64	0.0000000000e+00	1.5637578942e-03	1.6539409707e+04	3.0689707455e-25	5.9303676794e+02	3.0899444816e-35	2.8635863638e-22	1.3787187301e-37	1.2670397175e-13	1.7753751848e-18	1.5637578942e-03	7.8094334625e-16	-1.7132449603e+04
1.2022644346e-12	-1.6539025068e+04	-2.9651838369e+02	4.5325753853e-69	7.4201098927e-35	0.0000000000e+00	5.6629623417e-64	3.5038032738e-36	8.0992296268e-26	5.1660804037e-30	1.0837978802e-42	1.3943059551e-36	1.0721015979e-50	2.6680897426e-55	1.8651410749e-47	2.0600256837e-64	0.0000000000e+00	1.6001638128e-03	1.6539023468e+04	3.2883103627e-25	5.9303676738e+02	3.4110916506e-35	3.0562664081e-22	1.5392129691e-37	1.3267379529e-13	1.9022662007e-18	1.6001638128e-03	8.1769797302e-16	-1.7132063435e+04
